epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,12.4896,1.07087,0.86379,1,0.41522,0.000367881,0.000367881,0.000367881
2,22.8013,0.47917,0.83721,1,0.39681,0.000730906,0.000730906,0.000730906
3,32.401,0.43761,0.95017,1,0.18923,0.0010866,0.0010866,0.0010866
4,42.2587,0.32685,0.94352,1,0.1606,0.001078,0.001078,0.001078
5,51.8634,0.35009,0.96346,1,0.10634,0.001067,0.001067,0.001067
6,61.8735,0.27881,0.96346,1,0.13766,0.00105601,0.00105601,0.00105601
7,71.6526,0.29423,0.96013,1,0.1236,0.00104501,0.00104501,0.00104501
8,81.2349,0.26403,0.98671,1,0.04968,0.00103401,0.00103401,0.00103401
9,90.9778,0.22782,0.98339,1,0.05285,0.00102301,0.00102301,0.00102301
10,100.547,0.15716,0.98339,1,0.07559,0.00101201,0.00101201,0.00101201
11,110.273,0.16498,0.98007,1,0.07662,0.00100101,0.00100101,0.00100101
12,119.92,0.20632,0.98007,1,0.06982,0.000990012,0.000990012,0.000990012
13,129.505,0.17234,0.98339,1,0.06737,0.000979013,0.000979013,0.000979013
